sentence_id	n	v	w	n_first_index	n_last_index	v_first_index	v_last_index	w_first_index	w_last_index	sentence_text
44714519	response	like	would	4	4	2	2	1	1	I would like a response to my question sometime soon , please .
44714520	response	like	would	4	4	2	2	1	1	I would like a response to my specific arguments which I believe clearly have merit .
44714521	apology	like	would	7	7	2	2	1	1	I would like a retraction and an apology .
44714522	retraction	like	would	4	4	2	2	1	1	I would like a retraction for what I consider slander .
44714523	review	like	would	4	4	2	2	1	1	I would like a review about it .
44714524	review	like	would	4	4	2	2	1	1	I would like a review about what I ' ve done , and what I could improve on .
44714525	review	like	would	4	4	2	2	1	1	I would like a review and thanks for reading my review .
44714526	review	like	would	4	4	2	2	1	1	I would like a review , because I 1 -RRB- just want to know how I ' m editing , and 2 -RRB- I aspire to become an admin someday .
44714527	review	like	would	4	4	2	2	1	1	I would like a review because I am looking for ways to improve , and I hope , eventually , to become an administrator .
44714528	review	like	would	4	4	2	2	1	1	I would like a review because my talk page has been taking a hammering in the past few days with IP ' s and new users complaining about their pages being deleted , it has accumulated with me having to get my userpage blocked due to vandilism and my wikiname appearing on this forum -LRB- see all pages to see pictures of me that someone has posted -RRB- due to the fact that I had an article speedied -LRB- Rock Slope -RRB- .
44714529	review	like	would	4	4	2	2	1	1	I would like a review because when I applied to be an admin , I was told it would be a good idea .
44714530	review	like	would	4	4	2	2	1	1	I would like a review of both actions and advice on the current status of the redirect in question .
44714531	review	like	would	4	4	2	2	1	1	I would like a review of Cberlet ' s edits and my block .
44714532	review	like	would	4	4	2	2	1	1	I would like a review of each of these images , to determine whether we are in compliance .
44714533	review	like	would	4	4	2	2	1	1	I would like a review of editing patterns by a dynamic IP that has been causing disruption on multiple articles and talk pages .
44714534	review	like	would	4	4	2	2	1	1	I would like a review of how I handled the situation .
44714535	review	like	would	4	4	2	2	1	1	I would like a review of my action here .
44714536	review	like	would	4	4	2	2	1	1	I would like a review of my actions .
44714537	review	like	would	4	4	2	2	1	1	I would like a review of my edit .
44714538	article	like	would	25	25	2	2	1	1	I would like a review of my major edit -LRB- although it has been added to by others in minor fashion since -RRB- and the article as it stands now , regarding all aspects , particularly sources .
44714539	review	like	would	4	4	2	2	1	1	I would like a review of my recent Wikipedia post .
44714540	review	like	would	4	4	2	2	1	1	I would like a review of my second block of for gaming the system .
44714542	review	like	would	4	4	2	2	1	1	I would like a review of my work as I would like to become a greater asset to wikipedia and an editor in general .
44714543	review	like	would	4	4	2	2	1	1	I would like a review of my work as the 6-month mark has been passed .
44714544	review	like	would	4	4	2	2	1	1	I would like a review of the article so that it can be moved forward through the wikipedia publishing process .
44714545	review	like	would	4	4	2	2	1	1	I would like a review of the deletion of the Australian Koolie page .
44714546	review	like	would	4	4	2	2	1	1	I would like a review of the overall section , what can be done to improve it .
44714547	review	like	would	4	4	2	2	1	1	I would like a review of these `` unreliable '' sources , please .
44714548	review	like	would	4	4	2	2	1	1	I would like a review of the whole article to see what can be improved .
44714549	review	like	would	4	4	2	2	1	1	I would like a review of this article before I proceed with GA first , and then FA .
44714550	review	like	would	4	4	2	2	1	1	I would like a review of this block as the account has not previously been blocked .
44714552	review	like	would	4	4	2	2	1	1	I would like a review of this matter .
44714553	review	like	would	4	4	2	2	1	1	I would like a review of this page , I not much but there still plenty of people know of the show Stay Tooned !
44714554	review	like	would	4	4	2	2	1	1	I would like a review on how I am doing here .
44714555	review	like	would	4	4	2	2	1	1	I would like a review on how the article is doing but the timeline is still incomplete and I am currently looking for more information so I will try and finish it up .
44714556	review	like	would	4	4	2	2	1	1	I would like a review on my behalf for improvements .
44714557	review	like	would	4	4	2	2	1	1	I would like a review on the quality of prose , references -LRB- both reliability and number -RRB- and what other elements should be added .
44714558	review	like	would	4	4	2	2	1	1	I would like a review on whether it meets GA criteria .
44714559	review	like	would	4	4	2	2	1	1	I would like a review so I can tell what I need to improve on before I take the steps to become an admin .
44714560	review	like	would	4	4	2	2	1	1	I would like a review to both see if this is a good article and to see where my writing style could use improvement for both this and other articles I ' ve worked on .
44714561	review	like	would	4	4	2	2	1	1	I would like a review to ensure it meets all of wikipedia ' s standards .
44714562	review	like	would	4	4	2	2	1	1	I would like a review to ensure promotion when nominated for FA .
44714563	review	like	would	4	4	2	2	1	1	I would like a review to prepare the article for FA .
44714566	article	like	would	3	3	2	2	1	1	I would like article to be approved .
44714567	ruling	like	would	4	4	2	2	1	1	I would like a ruling on the use of decimate or decimation .
44714568	ruling	like	would	4	4	2	2	1	1	I would like a ruling on whether it is acceptable or if the neutral `` killed '' should be used .
44714569	ruling	like	would	4	4	2	2	1	1	I would like a ruling that the controversy section may remain .
44714570	check	like	would	5	5	2	2	1	1	I would like a sanity check on a series of deletions I have just made ; if people would care to see the deleted contributions of and especially ; much of the deleted content relates to supposed contestants of -LSB- -LSB- Weekend Splash Concert season 6 -RSB- -RSB- , all of whom appear to be colleagues of the author , or the musical releases by Asyrafa - all around this Christmas .
44714571	check	like	would	5	5	2	2	1	1	I would like a sanity check over a potential edit war concerning Ashford Police Training Centre .
44714572	scholar	like	would	5	5	2	2	1	1	I would like a Sanskrit scholar to evaluate my website , Harappan Seals , to determine whether my partial decipherment of Harappan could be valid .
44714573	law	like	would	8	8	2	2	1	1	I would like a scientific reference formula or law stating this and the name of the law .
44714574	script	like	would	4	4	2	2	1	1	I would like a script that automates the adding of improvement tags - preferably customizable so that I can choose any tag to be added .
44714575	script	like	would	4	4	2	2	1	1	I would like a script that finds the longest 100 or so so we can discuss whether to manually fix the worst cases .
44714576	chance	like	would	5	5	2	2	1	1	I would like a second chance for using rollback and I promise I will watch what I revert , but I would first like other comments .
44714577	opinion	like	would	8	8	2	2	1	1	I would like a second -LRB- community -RRB- opinion on all of my actions since becoming an active WP editor not long ago .
44714578	tool	like	would	7	7	2	2	1	1	I would like a second , new tool that automatically calls up all the other edits made by a vandalizing editor - - but only those which have not already been reverted .
44714579	anything	like	would	19	19	2	2	1	1	I would like a second opinion about the new sockpuppetry allegation , the accuser ' s behavior , and anything else that people are interested to give .
44714580	opinion	like	would	5	5	2	2	1	1	I would like a second opinion on it .
44714581	opinion	like	would	5	5	2	2	1	1	I would like a second opinion on the remaining content -LRB- lede is OK -RRB- .
44714582	opinion	like	would	5	5	2	2	1	1	I would like a second opinion on this as I think Jw2035 may be biased himself , having looked at his changes under his old username of Jw2034 , he clearly does not like Liverpool Football Club .
44714583	opinion	like	would	5	5	2	2	1	1	I would like a second opinion on this source .
44714585	advertising	like	would	11	11	2	2	1	1	I would like a second opinion on what counts as ' advertising .
44714586	opinion	like	would	5	5	2	2	1	1	I would like a second opinion , so please take a moment to visit -LSB- -LSB- OXT -RSB- -RSB- .
44714587	opinion	like	would	5	5	2	2	1	1	I would like a second opinion verifying this .
44714588	set	like	would	5	5	2	2	1	1	I would like a second set of eyes to look at the copywrite , before I use the photo .
44714589	section	like	would	4	4	2	2	1	1	I would like a section analyzing their style , influences , critical acclaims etc .
44714590	section	like	would	4	4	2	2	1	1	I would like a section each month giving tips on how to improve film articles , which would make it more interesting .
44714591	section	like	would	4	4	2	2	1	1	I would like a section on how AC has impacted the genre and the industry .
44714592	category	like	would	5	5	2	2	1	1	I would like a separate category specifically for bumblebees .
44714593	section	like	would	5	5	2	2	1	1	I would like a separate section to discuss -LRB- like above suggestions -RRB- characters , main themes and such ; this is generally much more interesting than a resum e .
44714594	editor	like	would	14	14	2	2	1	1	I would like a separate shortcut key for the visual editor and the regular editor in fact .
44714595	set	like	would	4	4	2	2	1	1	I would like a set of eyes to check the edits by a relatively inexperienced editor .
44714597	shield	like	would	4	4	2	2	1	1	I would like a shield for Forest Route 20 , to use in the Mountain Loop Highway article .
44714598	name	like	would	5	5	2	2	1	1	I would like a shorter name .
44714599	statement	like	would	5	5	2	2	1	1	I would like a short statement from both of you before I recommend anything .
44714601	recommendation	like	would	5	5	2	2	1	1	I would like a similar recommendation by EdJohnston what to do if FP ' s false accusations continue while he himself has falsified the sources in the article as well as edit summaries .
44714602	answer	like	would	5	5	2	2	1	1	I would like a simple answer to what , physically impossibility would be .
44714603	document	like	would	7	7	2	2	1	1	I would like a simple example latex document that I can modify by inserting my own material .
44714604	interface	like	would	5	5	2	2	1	1	I would like a simple interface with only a password so I can distribute this to friends and family .
44714613	information	like	would	5	5	2	2	1	1	I would like as much information on this as possible .
44714615	solution	like	would	4	4	2	2	1	1	I would like a solution that satisfies both the GFDL and the W3C accessibility guidelines .
44714616	solution	like	would	4	4	2	2	1	1	I would like a solution to this problem .
44714617	solution	like	would	4	4	2	2	1	1	I would like a solution which draws air from the outside , via the chimney .
44714619	opinion	like	would	7	7	2	2	1	1	I would like a somewhat more expert opinion than that of a layman on this subject .
44714621	source	like	would	4	4	2	2	1	1	I would like a source for an article about Mutino before changing my vote to a keep .
44714622	set	like	would	15	15	2	2	1	1	I would like a source that makes this explicit claim , rather than a disparate set of sources strung together by the author of the article to advance the notion that there is an anarchist movement in the country worth noting .
44714623	space	like	would	4	4	2	2	1	1	I would like a space between the first and last name .
44714624	space	like	would	4	4	2	2	1	1	I would like a space in between my first and last name .
44714625	assistance	like	would	3	3	2	2	1	1	I would like assistance cleaning up this article .
44714626	assistance	like	would	3	3	2	2	1	1	I would like assistance from an administrator with issues relating to an external website named wikisky .
44714627	assistance	like	would	3	3	2	2	1	1	I would like assistance from a neutral editor to email the article text .
44714628	assistance	like	would	3	3	2	2	1	1	I would like assistance in connection concerning the matter of personal abuse , such as accusations of trolling made on the talk page by an editor .
44714629	assistance	like	would	3	3	2	2	1	1	I would like assistance in correcting or expanding the pages instead of deleting them .
44714630	assistance	like	would	3	3	2	2	1	1	I would like assistance in correcting the Iridology page which is currently being used as a form of abuse for an entire profession .
44714631	assistance	like	would	3	3	2	2	1	1	I would like assistance in deleting the duplicate edits .
44714632	assistance	like	would	3	3	2	2	1	1	I would like assistance in filing an RfAr which properly represents the facts of this case for the benefit of the arbitrators .
44714633	assistance	like	would	3	3	2	2	1	1	I would like assistance in monitoring this page for the use of reliable sources .
44714634	assistance	like	would	3	3	2	2	1	1	I would like assistance in resolving this dispute .
44714635	assistance	like	would	3	3	2	2	1	1	I would like assistance regarding the ability to edit .
44714636	assistance	like	would	3	3	2	2	1	1	I would like assistance with improving this vectorization .
44714638	clearing	like	would	9	9	2	2	1	1	I would like a statement , formula or law clearing showing that the volume of the closed system of water does not affect the outcome .
44714639	step	like	would	4	4	2	2	1	1	I would like a step by step instruction on joining Wikiprojects .
44714640	clarification	like	would	11	11	2	2	1	1	I would like a straightforward explanation as well , and a clarification of the policy on warning vandals .
44714643	tab	like	would	5	5	2	2	1	1	I would like a subpages tab , like the history tab , that creates a dynamic list of every subpage -LRB- and the subpage of every subpage -RRB- for a given page on WP .
44714644	suggestion	like	would	4	4	2	2	1	1	I would like a suggestion about how to behave with an particularly `` hot '' user .
44714646	summary	like	would	4	4	2	2	1	1	I would like a summary of what needs to be done .
44714647	table	like	would	4	4	2	2	1	1	I would like a table of datas .
44714648	table	like	would	4	4	2	2	1	1	I would like a table that lists some kind of average income per household throughout America ' s history .
44714649	feature	like	would	12	12	2	2	1	1	I would like a `` take me to a random article '' feature , that is narrower .
44714650	template	like	would	4	4	2	2	1	1	I would like a template that , based on a category name passed to it , produces a navigational template .
44714651	template	like	would	4	4	2	2	1	1	I would like a template that displays the numer of edits a user had made .
44714652	template	like	would	4	4	2	2	1	1	I would like a template that I could put on the talk page for articles that use some material from a non-English wikipedia article , but where the original article is in English .
44714653	template	like	would	4	4	2	2	1	1	I would like a template that provides links to articles on the movies website ReelzChannel .
44714654	template	like	would	4	4	2	2	1	1	I would like a template that says `` This user thinks Don Imus is innocent and wonders what happened to free speech .
44714655	template	like	would	4	4	2	2	1	1	I would like a template to be created to show the current squad and squad numbers of Derry City F .
44714656	template	like	would	4	4	2	2	1	1	I would like a template to warn them not to be too bold about editing an article which has had extensive discussions before reaching consensus .
44714657	opinion	like	would	5	5	2	2	1	1	I would like a third opinion as to whether or not this information should be included .
44714658	opinion	like	would	6	6	2	2	1	1	I would like a third party opinion .
44714659	party	like	would	5	5	2	2	1	1	I would like a third party to -LRB- A -RRB- make sure that that the editor in question is truly in a position to be a prominent editor , considering all of the erroneous claims made .
44714660	party	like	would	5	5	2	2	1	1	I would like a third party to check if it is an appropriate external link or not .
44714661	party	like	would	5	5	2	2	1	1	I would like a third party to correct the errors regarding artificial ingredients and flavors , and to remove the biased opinion that the advertisement is `` pathetic .
44714662	party	like	would	5	5	2	2	1	1	I would like a third party to evaluate my addition .
44714663	party	like	would	5	5	2	2	1	1	I would like a third party to intervene and make a judgement on this matter because i feel like providing these links only provides more information for users and could be beneficial to users .
44714664	party	like	would	5	5	2	2	1	1	I would like a third party to review this case .
44714665	party	like	would	5	5	2	2	1	1	I would like a third party to weigh in on the dispute and give their opinion .
44714666	party	like	would	5	5	2	2	1	1	I would like a third party , unbiased review of the situation to determine whether the link should remain or be removed .
44714667	person	like	would	5	5	2	2	1	1	I would like a third person like Alex Bakharev and Mikkalai to reintroduce my sources or me personally , but not Biophys , Colchicum or Ilgiz .
44714668	review	like	would	5	5	2	2	1	1	I would like a thorough review in preparation for a future FA nomination .
44714671	stub	like	would	6	6	2	2	1	1	I would like at least a stub that other people could add to , or barring that , at least the option for someone else to start the page in the future .
44714673	toggle	like	would	4	4	2	2	1	1	I would like a toggle in the preferences , since I rather liked the new version .
44714678	attribution	like	would	3	3	2	2	1	1	I would like attribution to my web page at www .
44714679	system	like	would	5	5	2	2	1	1	I would like a Twinkle-esque system for adding pending changes to articles without going through the protection tab .
44714680	userbox	like	would	4	4	2	2	1	1	I would like a userbox that says `` This user believes that this bus goes to Orpington .
44714682	box	like	would	5	5	2	2	1	1	I would like a user box that say `` This user `` knows now why you cry !
44714683	username	like	would	4	4	2	2	1	1	I would like a username in English , please .
44714684	username	like	would	4	4	2	2	1	1	I would like a username that does not contain the symbol .
44714685	username	like	would	4	4	2	2	1	1	I would like a username that I can stick with .
44714687	username	like	would	4	4	2	2	1	1	I would like a username that sounds slightly less silly !
44714688	username	like	would	4	4	2	2	1	1	I would like a username that will match some of my other usernames .
44714690	user	like	would	4	4	2	2	1	1	I would like a user to get when the talk to an admin .
44714691	authorisation	like	would	3	3	2	2	1	1	I would like authorisation to create missing redirects to pages with diacritics and or dashes , en-wiki mainspace only .
44714693	document	like	would	5	5	2	2	1	1	I would like a valid document of who Feodor I of Russia ' s brother was , who had been believed to cut his throat during an epileptic seizure .
44714694	page	like	would	7	7	2	2	1	1	I would like a version of the page on the Abu Ghraib scandal without the disturbing images .
44714695	gadget	like	would	7	7	2	2	1	1	I would like a version of this gadget that only highlights references .
44714696	recipe	like	would	6	6	2	2	1	1	I would like a very simple recipe if poss as Im not a cook .
44714697	clip	like	would	5	5	2	2	1	1	I would like a video clip of the model revolving 360 degrees around its vertical axis .
44714698	way	like	would	4	4	2	2	1	1	I would like a way to prevent him from continuing to stifle growth on the Brett Favre article through his distractions .
44714700	opinion	like	would	8	8	2	2	1	1	I would like a Wikipedia Admin ' s opinion .
44714701	admin	like	would	5	5	2	2	1	1	I would like a would-be admin to be more aware of this fact , and of how it is relevant to their RfA .
44714702	explanation	like	would	5	5	2	2	1	1	I would like a written explanation rather than a graphic explanation .
44714708	usage	like	would	6	6	2	2	1	1	I would like better edit summary usage , but his work outweighs that detail .
44714709	info	like	would	4	4	2	2	1	1	I would like biographical info on Heather Poe , I have a friend that thinks they knew her parents .
44714710	administrator	like	would	6	6	2	2	1	1	I would like Bittergrey or an administrator to refactor the false accusations that I behaved as a meat puppet .
44714731	text	like	would	5	5	2	2	1	1	I would like change the text of the ' edit this page ' tab to simply ' edit ' .
44714732	Chappy84	like	would	3	3	2	2	1	1	I would like Chappy84 to discuss my changes with me before unilaterally reverting all of them .
44714734	confirmation	like	would	4	4	2	2	1	1	I would like checkuser confirmation that Scitydiac is the same person as Thoraeton .
44714735	checkuser	like	would	3	3	2	2	1	1	I would like checkuser to confirm this , because the duck test is not conclusive , in my opinion .
44714736	checkuser	like	would	3	3	2	2	1	1	I would like checkuser to look for sleeper accounts , as this editor is very persistent .
44714737	checkuser	like	would	3	3	2	2	1	1	I would like checkuser to use these three accounts to search for other meatpuppets .
44714738	investigation	like	would	8	8	2	2	1	1	I would like checkuser used and any other investigation that could even partially clear my name .
44714742	clarification	like	would	3	3	2	2	1	1	I would like clarification about the implied corollary that those who you attack on your own talk page can not be uncivil or engage in personal attacks when they reply .
44714743	clarification	like	would	3	3	2	2	1	1	I would like clarification as to where we stand on the 3 points raised by Sam Blanning .
44714744	clarification	like	would	3	3	2	2	1	1	I would like clarification first on policy to make sure that I wo not be violating any Conflict of Interest Policy .
44714745	clarification	like	would	3	3	2	2	1	1	I would like clarification of that before going to CfD .
44714746	clarification	like	would	3	3	2	2	1	1	I would like clarification of the policy , because as it stands , it seems this indef block was unjust in the situation , and has a genuine possibility of alienating a new Wikipedian with great potential .
44714747	clarification	like	would	3	3	2	2	1	1	I would like clarification of this from ArbCom .
44714748	clarification	like	would	3	3	2	2	1	1	I would like clarification of when content that relates to a category can be included in articles discussing specific objects of that category when no source makes a direct link .
44714749	clarification	like	would	3	3	2	2	1	1	I would like clarification on a specific hatnote being used on The Other Side of Time .
44714750	clarification	like	would	3	3	2	2	1	1	I would like clarification on this matter from editors here at the Noticeboard .
44714751	clarification	like	would	3	3	2	2	1	1	I would like clarification on where the article should stand while this is in mediation .
44714752	clarification	like	would	3	3	2	2	1	1	I would like clarification on why he feels he can do this and whether it has any weight .
44714753	clarification	like	would	3	3	2	2	1	1	I would like clarification regarding whether this removal is appropriate .
44714755	opinion	like	would	4	4	2	2	1	1	I would like clear opinion on this statement , as this user has been particularly rude and disruptive of late and there seems to have been no remedy for his actions .
44714758	comment	like	would	3	3	2	2	1	1	I would like comment briefly on the Latin text PHG has posted above -LSB- 12 -RSB- and PHG ' s abuse of another Latin source at Viam agnoscere veritatis .
44714759	comment	like	would	3	3	2	2	1	1	I would like comment on the Sinason biography with a view to deleting it entirely .
44714761	feedback	like	would	5	5	2	2	1	1	I would like comments and feedback to improve this article .
44714762	guidance	like	would	5	5	2	2	1	1	I would like comments and guidance on making sure the article conforms to the rules and regulations .
44714763	help	like	would	18	18	17	17	16	16	I would like comments from more experienced wikipedians , and if anyone likes the idea I would like help in drafting a true policy proposal .
44714781	assistance	like	would	4	4	2	2	1	1	I would like community assistance in developing a way forward with an editor who does not adhere to argued consensus , and displays tendentious IDHT behaviour .
44714782	input	like	would	4	4	2	2	1	1	I would like community input on .
44714783	input	like	would	4	4	2	2	1	1	I would like community input on this question , and maybe then the vote will be easier for every one else .
44714784	input	like	would	4	4	2	2	1	1	I would like community input to see if editors have any suggestions for improvements before going to FAC .
44714785	member	like	would	4	4	2	2	1	1	I would like community member of my proposed site to be able to edit it but I want it to be done with a wiki site that I sell advertising for .
44714786	anonymity	like	would	4	4	2	2	1	1	I would like complete anonymity and now regret using my initials .
44714787	confirmation	like	would	3	3	2	2	1	1	I would like confirmation before I make an attempt , in order to avoid serious error .
44714788	confirmation	like	would	3	3	2	2	1	1	I would like confirmation for example that `` this location is of historic importance as being the one in most danger in the whole of the British Isles from rockfalls '' -RRB- .
44714789	confirmation	like	would	3	3	2	2	1	1	I would like confirmation from any astronomical observatory , or a reliable refernce work in the Wikipedia .
44714790	confirmation	like	would	3	3	2	2	1	1	I would like confirmation from ChristianandJericho at this point that he will not make any more deletion nominations without the agreement of his mentor , should he find one , and no deletion nominations whatsoever should he not find a mentor .
44714791	confirmation	like	would	3	3	2	2	1	1	I would like confirmation from other administrators that I ' ve understood the blocking policy correctly - blocked users can only edit their own talk page and then only to contest their block .
44714792	confirmation	like	would	3	3	2	2	1	1	I would like confirmation from other admins that such actions are blockable as a form of disruption .
44714793	confirmation	like	would	3	3	2	2	1	1	I would like confirmation from others that these blocks are correct .
44714794	confirmation	like	would	3	3	2	2	1	1	I would like confirmation from the community that the regime content editors are now under , according to Bwilkins , is in fact actually the case .
44714795	confirmation	like	would	3	3	2	2	1	1	I would like confirmation of what I was told by a Massachusets Park ranger , to wit , that Revere actually called out on his unfinished ride that `` The Regulars are out !
44714796	confirmation	like	would	3	3	2	2	1	1	I would like confirmation that that the two contributors above are talking about the same allegations .
44714797	confirmation	like	would	3	3	2	2	1	1	I would like confirmation that the cited page supports the assertion made in this article .
44714798	confirmation	like	would	3	3	2	2	1	1	I would like confirmation that you can correct incorrect information about oneself or one ' s organisation .
44714800	consensus	like	would	3	3	2	2	1	1	I would like consensus that this deletion in particular , and more generally his reasons for deleting this and others , was improper so that some sort of mass undeletion can take place .
44714801	consent	like	would	3	3	2	2	1	1	I would like consent , comments , and suggestions , though , before I continue with this new idea .
44714806	feedback	like	would	6	6	2	2	1	1	I would like copy-editing help and feedback on anything that may need to be clarified in the article .
44714808	credit	like	would	3	3	2	2	1	1	I would like credit for my old edits and articles .
44714809	credit	like	would	3	3	2	2	1	1	I would like credit for the LogicaCMG article as it was my first contribution .
44714810	Crownjewel82	like	would	3	3	2	2	1	1	I would like Crownjewel82 to accept a voluntary moratorium on editing this article for the next week .
44714812	Dapi89	like	would	3	3	2	2	1	1	I would like Dapi89 to be civil in his interactions with other editors .
44714816	deal	like	would	3	3	2	2	1	1	I would like deal with conflicts in the future by limiting the damage caused by vandals and fostering a teamwork attitude towards building articles .
44714817	debv	like	would	3	3	2	2	1	1	I would like debv to answer your question about her connection to rhythmicliving .
44714820	deletion	like	would	3	3	2	2	1	1	I would like deletion to occur .
44714821	analysis	like	would	4	4	2	2	1	1	I would like detail analysis if possible with different parishes in Jamaica .
44714828	direction	like	would	3	3	2	2	1	1	I would like direction on how to add the category versus create an article on the subject matter ; I can add existing articles on the subject matter -LRB- e .
44714829	discussion	like	would	3	3	2	2	1	1	I would like discussion to continue with a view to adding content of the sort editors are saying is absent .
44714831	Dividend	like	would	3	3	2	2	1	1	I would like Dividend to become a Good Article .
44714836	2XL	like	would	4	4	2	2	1	1	I would like DV8 2XL to stop being abusive to me and to provide me the information I need to satisfy him .
44714837	day	like	would	4	4	2	2	1	1	I would like each day of the timeline to reflect the attacks from both sides of the war equally and factually .
44714839	feedback	like	would	4	4	2	2	1	1	I would like editor feedback about the page I ' ve created in my sandbox .
44714840	feedback	like	would	4	4	2	2	1	1	I would like editorial feedback on whether the article as written fits the objectivity -LRB- and other -RRB- standards for Wikipedia , and if it does , I would like it moved to the mainspace .
44714848	limit	like	would	15	15	2	2	1	1	I would like either an article ban , or at the very least a 1RR limit on related articles .
44714851	El_C	like	would	3	3	2	2	1	1	I would like El_C to retract his comments on these points .
44714852	anthrax	like	would	5	5	2	2	1	1	I would like elephants and anthrax involved as well .
44714854	notice	like	would	4	4	2	2	1	1	I would like email notice of changes to article .
44714855	project	like	would	4	4	2	2	1	1	I would like English project not to let him continue his rant only because it is written in a foreign language .
44714857	equity	like	would	3	3	2	2	1	1	I would like equity for organizations that are defending also life .
44714861	everybody	like	would	3	3	2	2	1	1	I would like everybody to understand these songs their own way .
44714862	Everyking	like	would	3	3	2	2	1	1	I would like Everyking , or his supporters , to convince me that my concerns are unfounded .
44714863	everyone	like	would	3	3	2	2	1	1	I would like everyone here who cares about it , to indicate what ' s OK and what ' s not OK about it .
44714864	everyone	like	would	3	3	2	2	1	1	I would like everyone ' s opinion on this matter .
44714865	everyone	like	would	3	3	2	2	1	1	I would like everyone to consider this .
44714866	everyone	like	would	3	3	2	2	1	1	I would like everyone to keep this into perspective , because frankly this is really fucked up .
44714867	everyone	like	would	3	3	2	2	1	1	I would like everyone to look at Techtoad .
44714868	everyone	like	would	3	3	2	2	1	1	I would like everyone to read it .
44714869	everyone	like	would	3	3	2	2	1	1	I would like everyone to remember that , with academics , they are notable because of discussion of their work , not necessarily discussion of themselves .
44714870	everyone	like	would	3	3	2	2	1	1	I would like everyone to remind everyone about the differences between an article and a talk page .
44714871	everyone	like	would	3	3	2	2	1	1	I would like everyone to slow way down .
44714872	everyone	like	would	3	3	2	2	1	1	I would like everyone to stop telling me to calm down when in no way was I treated according to Wikipedia policy or guidelines .
44714873	everyone	like	would	3	3	2	2	1	1	I would like everyone to take a look at how I ' ve handled myself in the last couple of months in the talk page and edit summaries and base their decisions upon that .
44714874	everyone	like	would	3	3	2	2	1	1	I would like everyone who opposes on the review to leave the points and opinions here or eventually on my talk page so I can resolve them .
44714875	page	like	would	4	4	2	2	1	1	I would like every page I edit or work on to eventually become a featured article or at least more helpful to someone who encounters the page .
44714876	reviewer	like	would	4	4	2	2	1	1	I would like every reviewer to sign up for at least one of the following , and aim to review 40 articles by Sept 30 -LRB- ten per week from today -RRB- .
44714878	eveyone	like	would	3	3	2	2	1	1	I would like eveyone to note Ronlines imposing of POV .
44714884	feedback	like	would	3	3	2	2	1	1	I would like feedback and criticisms so that I know what to do better for wikipedia .
44714885	feedback	like	would	3	3	2	2	1	1	I would like feedback and fixes from people who are totally unrelated to either the group or the school in general but who appreciate its significance .
44714886	help	like	would	5	5	2	2	1	1	I would like feedback and help for the page so it adheres to guidelines and not considered advertising .
44714887	help	like	would	5	5	2	2	1	1	I would like feedback and help with this campaign .
44714888	support	like	would	5	5	2	2	1	1	I would like feedback and support on this overhaul to further improve the article -LRB- and hopefully take it to FA ; -RRB- .
44714889	feedback	like	would	3	3	2	2	1	1	I would like feedback before submitting this .
44714890	feedback	like	would	3	3	2	2	1	1	I would like feedback before taking it to a FA nomination , which I have never done before .
44714891	feedback	like	would	3	3	2	2	1	1	I would like feedback before we take it to FAC .
44714892	feedback	like	would	3	3	2	2	1	1	I would like feedback from other editors on an article I have been working on in my sandbox about Michael L Trope , a trial lawyer and previous sports agent and see if it is ready for prime time .
44714893	feedback	like	would	3	3	2	2	1	1	I would like feedback in regards to this article .
44714894	feedback	like	would	3	3	2	2	1	1	I would like feedback on a new article I wrote on Arturo C .
44714895	feedback	like	would	3	3	2	2	1	1	I would like feedback on a new section I have created .
44714896	feedback	like	would	3	3	2	2	1	1	I would like feedback on any problems but hopefully the nomination will be successful .
44714897	feedback	like	would	3	3	2	2	1	1	I would like feedback on a submission for an article and this is my first attempt at Wikipedia .
44714898	feedback	like	would	3	3	2	2	1	1	I would like feedback on formatting and referencing .
44714899	feedback	like	would	3	3	2	2	1	1	I would like feedback on how I am doing as a editor .
44714900	feedback	like	would	3	3	2	2	1	1	I would like feedback on how it could be improved further and how muc distance it would require to reach featured article status .
44714901	feedback	like	would	3	3	2	2	1	1	I would like feedback on how other people handle the problem .
44714902	feedback	like	would	3	3	2	2	1	1	I would like feedback on how to edit this page to ensure that it is not speedily deleted again .
44714903	feedback	like	would	3	3	2	2	1	1	I would like feedback on how to improve organization , flow and where the focus should be on adding new content .
44714904	feedback	like	would	3	3	2	2	1	1	I would like feedback on how to proceed .
44714905	feedback	like	would	3	3	2	2	1	1	I would like feedback on issues likely to be raised upon nominating this article at FAC so that I can divvy up getting eaten alive between here and there .
44714906	feedback	like	would	3	3	2	2	1	1	I would like feedback on its overall appearance and feel so far .
44714907	feedback	like	would	3	3	2	2	1	1	I would like feedback on its quality now .
44714908	feedback	like	would	3	3	2	2	1	1	I would like feedback on my article and for this to go live .
44714909	feedback	like	would	3	3	2	2	1	1	I would like feedback on my article , it is my first and on a University President -LRB- Naropa University .
44714910	feedback	like	would	3	3	2	2	1	1	I would like feedback on my article titled ' Mogamma ' .
44714911	feedback	like	would	3	3	2	2	1	1	I would like feedback on my edits , work , articles , submissions , etc , not my disputes .
44714912	feedback	like	would	3	3	2	2	1	1	I would like feedback on my South African-related edits -LRB- especially POV-wise as these topics are very controversial -RRB- , my XfD nominations and participation , my User talk conduct towards new users and my reverts of content and vandalism .
